File	LNet	LNet conf.	Orig.	Orig. Conf
00223235-screenshot.png	Bank of America	0.9778482	Bank of America	0.9778482
00223198-screenshot.png	Amazon	0.91535306	Amazon	0.91535306
00223039-screenshot.png	None	0	None	0
00223105-screenshot.png	WhatsApp	0.9105816	Facebook	0.94652563
00223251-screenshot.png	None	0.66460496	None	None
00223214-screenshot.png	Facebook	0.94377553	Facebook	0.94377553
00223118-screenshot.png	None	0.6803336	None	None
00223040-screenshot.png	Chase Personal Banking	0.91388905	Chase Personal Banking	0.91388905
00223229-screenshot.png	None	0	None	None
00223094-screenshot.png	None	0	None	0
00223065-screenshot.png	None	0.8651955	None	None
00223132-screenshot.png	DHL Airways	0.9189861	DHL Airways	0.9189861
00223183-screenshot.png	Instagram	0.9530036	Instagram	0.9530036
00223163-screenshot.png	DHL Airways	0.908805	DHL Airways	0.908805
00223276-screenshot.png	Microsoft	0.95438516	Microsoft	0.95438516
00223346-screenshot.png	PayPal	0.95810926	PayPal	0.95810926
00223392-screenshot.png	None	0	None	None
00223522-screenshot.png	Bancolombia	0.9817103	Bancolombia	0.9817103
00223415-screenshot.png	Wells Fargo & Company	0.8995639	Wells Fargo & Company	0.8995639
00223431-screenshot.png	None	0	None	0
00223325-screenshot.png	None	0	None	None
00223391-screenshot.png	Three UK	0.9308385	Three UK	0.9308385
00223287-screenshot.png	Microsoft	0.94749373	Microsoft	0.94749373
00223514-screenshot.png	None	0.63107085	None	None
00223252-screenshot.png	Credit Agricole S.A	0.96710616	Credit Agricole S.A	0.96710616
00223404-screenshot.png	Caixa Economica Federal	0.97212374	Caixa Economica Federal	0.97212374
00223336-screenshot.png	Instagram	0.9535023	Instagram	0.9535023
00223402-screenshot.png	None	0	None	0
00223510-screenshot.png	None	0.66735053	None	None
00223509-screenshot.png	None	0	None	None
00223285-screenshot.png	Credit Suisse AG	0.93708456	Credit Suisse AG	0.93708456
00223258-screenshot.png	Itau Unibanco S.A	0.91445374	Itau Unibanco S.A	0.91445374
00223371-screenshot.png	None	0.59998536	None	None
00223350-screenshot.png	Government of the United Kingdom	0.9359305	Government of the United Kingdom	0.9359305
00223451-screenshot.png	None	0	None	0
00223513-screenshot.png	Bank of America	0.9779635	Bank of America	0.9779635
00223475-screenshot.png	None	0	None	None
00223631-screenshot.png	None	0.6712667	None	None
00223674-screenshot.png	None	0.7865577	None	None
00223582-screenshot.png	Microsoft	0.916821	Microsoft	0.916821
00223637-screenshot.png	None	0.7193318	None	None
00223632-screenshot.png	PayPal	0.9690448	PayPal	0.9690448
00223662-screenshot.png	None	0.6782629	None	None
00223586-screenshot.png	None	0.77916133	None	None
00223638-screenshot.png	None	0.70785785	None	None
00223596-screenshot.png	None	0	None	0
00223574-screenshot.png	None	0	AT&T	0.94165635
00223678-screenshot.png	None	0.70000726	None	None
00223673-screenshot.png	None	0.64155984	None	None
00223913-screenshot.png	None	0.64753425	None	None
00223915-screenshot.png	None	0.7396222	None	None
00223931-screenshot.png	Orange	0.9299295	Orange	0.96138346
00223924-screenshot.png	None	0.7491318	None	None
00223916-screenshot.png	None	0.5904211	None	None
00224188-screenshot.png	DHL Airways	0.9350529	DHL Airways	0.9350529
00224178-screenshot.png	None	0	AT&T	0.9447361
00224271-screenshot.png	None	0.6634016	None	None
00224653-screenshot.png	None	0	None	None
00224738-screenshot.png	None	0.650331	None	None
00224827-screenshot.png	None	0	Instagram	0.9196693
00224836-screenshot.png	Lloyds TSB Group	0.8860452	Lloyds TSB Group	0.8860452
00224872-screenshot.png	Apple	0.9455231	Apple	0.9455231
00224823-screenshot.png	BT Group plc	0.9020639	BT Group plc	0.9020639
00224802-screenshot.png	Bank of Montreal	0.975065	Bank of Montreal	0.975065
00224877-screenshot.png	None	0	None	0
00224814-screenshot.png	BT Group plc	0.9020639	BT Group plc	0.9020639
00224807-screenshot.png	Lloyds TSB Group	0.8860452	Lloyds TSB Group	0.8860452
00224871-screenshot.png	None	0.597195	None	None
00224887-screenshot.png	None	0	None	None
00224875-screenshot.png	RBC Royal Bank	0.9119707	RBC Royal Bank	0.9119707
00224856-screenshot.png	None	0.8365102	Instagram	0.9299349
00224884-screenshot.png	None	0	None	None
00224870-screenshot.png	Bank of Montreal	0.96147084	Bank of Montreal	0.96147084
00224841-screenshot.png	Microsoft	0.9542605	Microsoft	0.9542605
00224956-screenshot.png	Itau Unibanco S.A	0.9217627	Itau Unibanco S.A	0.9217627
00225024-screenshot.png	None	0.6274264	None	None
00224976-screenshot.png	None	0.787099	None	None
00225016-screenshot.png	None	0.81135195	None	None
00225054-screenshot.png	Facebook	0.94978315	Facebook	0.94978315
00225064-screenshot.png	Microsoft	0.94529164	Microsoft	0.94529164
00225057-screenshot.png	Microsoft	0.9360662	Microsoft	0.9360662
00225005-screenshot.png	None	0.76385593	None	None
00224978-screenshot.png	Facebook	0.91780794	Facebook	0.91780794
00224952-screenshot.png	Microsoft	0.96226394	Microsoft	0.96226394
00224897-screenshot.png	None	0.6528659	None	None
00225010-screenshot.png	None	0.6656042	None	None
00224985-screenshot.png	None	0	None	None
00224940-screenshot.png	None	0.53975075	None	None
00225023-screenshot.png	Adobe	0.88608384	Adobe	0.88608384
00224907-screenshot.png	Facebook	0.9719453	Facebook	0.9719453
00224908-screenshot.png	Facebook	0.9744145	Facebook	0.9744145
00224968-screenshot.png	None	0.7002505	None	None
00224893-screenshot.png	None	0.6684851	None	None
00224920-screenshot.png	None	0.6696699	None	None
00224902-screenshot.png	Singtel Optus	0.9868723	Singtel Optus	0.9868723
00224891-screenshot.png	PayPal	0.9690448	PayPal	0.9690448
00224915-screenshot.png	Bancolombia	0.9817103	Bancolombia	0.9817103
00225021-screenshot.png	None	0	None	0
00224911-screenshot.png	Facebook	0.9702171	Facebook	0.9702171
00224987-screenshot.png	None	0.6641263	None	None
00225128-screenshot.png	None	0	None	None
00225180-screenshot.png	None	0	AT&T	0.9715394
00225142-screenshot.png	Yahoo!	0.9248924	Yahoo!	0.9248924
00225189-screenshot.png	Microsoft	0.96471596	Microsoft	0.96471596
00225073-screenshot.png	None	0.67148894	None	None
00225120-screenshot.png	None	0	None	None
00225174-screenshot.png	DHL Airways	0.93905455	DHL Airways	0.93905455
00225138-screenshot.png	UBS AG	0.9637294	UBS AG	0.9637294
00225123-screenshot.png	Bankia	0.8901839	Bankia	0.8901839
00225135-screenshot.png	None	0.6412115	None	None
00225106-screenshot.png	None	0.79939985	None	None
00225177-screenshot.png	None	0.5836961	None	None
00225130-screenshot.png	None	0.6829375	None	None
00225159-screenshot.png	None	0	None	None
00225129-screenshot.png	None	0	AT&T	0.94730055
00225140-screenshot.png	DHL Airways	0.94973993	DHL Airways	0.93923396
00225186-screenshot.png	None	0	None	0
00225136-screenshot.png	BT Group plc	0.9031297	BT Group plc	0.9031297
00225147-screenshot.png	Banca Sella	0.92969704	Banca Sella	0.92969704
00225122-screenshot.png	Bankia	0.8832599	Bankia	0.8832599
00225141-screenshot.png	Orange	0.87164974	Orange	0.87164974
00225069-screenshot.png	Bank of America	0.9583538	Bank of America	0.9583538
00225118-screenshot.png	Instagram	0.9657834	Instagram	0.9657834
00225110-screenshot.png	Microsoft	0.9542605	Microsoft	0.9542605
00225190-screenshot.png	None	0.66752183	None	None
00225148-screenshot.png	None	0.73664415	None	None
00225175-screenshot.png	None	0	None	None
00225204-screenshot.png	None	0.70887744	None	None
00225381-screenshot.png	None	0	None	None
00225333-screenshot.png	None	0.6302313	None	None
00225225-screenshot.png	DHL Airways	0.9189861	DHL Airways	0.9189861
00225318-screenshot.png	None	0.6296165	None	None
00225244-screenshot.png	None	0.62978834	None	None
00225237-screenshot.png	None	0	None	None
00225227-screenshot.png	None	0.6375096	None	None
00225392-screenshot.png	None	0	None	0
00225236-screenshot.png	Microsoft	0.88569427	Microsoft	0.88569427
00225226-screenshot.png	AT&T	0.95302826	AT&T	0.95302826
00225231-screenshot.png	AT&T	0.9788193	AT&T	0.9788193
00225234-screenshot.png	AT&T	0.9766793	AT&T	0.9766793
00225334-screenshot.png	BT Group plc	0.9479126	BT Group plc	0.9293438
00225290-screenshot.png	None	0.71571356	None	None
00225365-screenshot.png	Facebook	0.91709244	Facebook	0.91709244
00225634-screenshot.png	Orange	0.8782549	Orange	0.8782549
00225635-screenshot.png	None	0	AT&T	0.94622076
00225631-screenshot.png	SMBC	0.97547233	SMBC	0.97547233
00226020-screenshot.png	None	0.6178918	None	None
00226008-screenshot.png	None	0	None	None
00226440-screenshot.png	AT&T	0.9861653	AT&T	0.9703922
00226449-screenshot.png	None	0.681178	None	None
00226533-screenshot.png	None	0	None	None
00226455-screenshot.png	AT&T	0.9777844	AT&T	0.9777844
00226451-screenshot.png	AT&T	0.98129374	AT&T	0.9767831
00226486-screenshot.png	Allegro	0.9014839	Allegro	0.9014839
00226526-screenshot.png	None	0.83551216	None	None
00226482-screenshot.png	None	0.6957873	None	None
00226444-screenshot.png	None	0.67351747	None	None
00226450-screenshot.png	Yahoo!	0.9390304	Yahoo!	0.9390304
00226520-screenshot.png	Facebook	0.91709244	Facebook	0.91709244
00226636-screenshot.png	DHL Airways	0.94042486	DHL Airways	0.94042486
00226592-screenshot.png	Credit Agricole S.A	0.96710616	Credit Agricole S.A	0.96710616
00226605-screenshot.png	None	0.68277127	None	None
00226625-screenshot.png	Credit Agricole S.A	0.96710616	Credit Agricole S.A	0.96710616
00226571-screenshot.png	None	0.8336398	None	None
00226661-screenshot.png	None	0	None	None
00226569-screenshot.png	None	0.78876853	None	None
00226655-screenshot.png	None	0.7140577	None	None
00226589-screenshot.png	Facebook	0.9182889	Facebook	0.9182889
00226597-screenshot.png	None	0.8455093	None	None
00226570-screenshot.png	None	0.80661285	None	None
00226620-screenshot.png	Microsoft	0.9626159	Microsoft	0.9626159
00226585-screenshot.png	EE Limited	0.9564152	EE Limited	0.9010529
00226607-screenshot.png	None	0.52518904	None	None
00226543-screenshot.png	None	0.6216158	None	None
00226561-screenshot.png	Lloyds TSB Group	0.8860452	Lloyds TSB Group	0.8860452
00226567-screenshot.png	None	0.78876853	None	None
00226640-screenshot.png	Facebook	0.9185176	Facebook	0.9185176
00226544-screenshot.png	None	0.7303251	None	None
00226635-screenshot.png	Microsoft	0.9622705	Microsoft	0.9622705
00226568-screenshot.png	None	0.78876853	None	None
00226541-screenshot.png	Microsoft	0.93635786	Microsoft	0.93635786
00226604-screenshot.png	Wells Fargo & Company	0.8995639	Wells Fargo & Company	0.8995639
00226565-screenshot.png	None	0.82564294	None	None
00226588-screenshot.png	None	0.67864215	None	None
00226566-screenshot.png	None	0.82564294	None	None
00226563-screenshot.png	None	0.8336398	None	None
00226663-screenshot.png	None	0.70879996	None	None
00226599-screenshot.png	None	0.8455093	None	None
00226601-screenshot.png	Instagram	0.9530036	Instagram	0.9530036
00226584-screenshot.png	None	0.76363194	None	None
00226664-screenshot.png	None	0.72074294	None	None
00226665-screenshot.png	None	0.716744	None	None
00226784-screenshot.png	None	0.65910393	None	None
00226787-screenshot.png	DHL Airways	0.93905455	DHL Airways	0.93905455
00226738-screenshot.png	None	0.760942	Instagram	0.9094176
00226800-screenshot.png	PayPal	0.93801785	PayPal	0.93801785
00226684-screenshot.png	None	0.67351747	None	None
00226837-screenshot.png	Raiffeisen Bank S.A.	0.93185115	Raiffeisen Bank S.A.	0.93185115
00226813-screenshot.png	None	0	None	0
00226737-screenshot.png	Instagram	0.90720475	Instagram	0.90720475
00226756-screenshot.png	Microsoft	0.96184504	Microsoft	0.96184504
00226740-screenshot.png	RBC Royal Bank	0.9482213	RBC Royal Bank	0.9482213
00226864-screenshot.png	None	0.7021377	None	None
00226863-screenshot.png	Microsoft	0.9660679	Microsoft	0.9660679
00226859-screenshot.png	None	0.50528264	None	None
00226666-screenshot.png	None	0.707582	None	None
00226734-screenshot.png	Facebook	0.9521238	Facebook	0.9521238
00226776-screenshot.png	None	0.65218306	None	None
00226699-screenshot.png	Wells Fargo & Company	0.8995639	Wells Fargo & Company	0.8995639
00226857-screenshot.png	Microsoft	0.9759996	Microsoft	0.9759996
00226757-screenshot.png	EE Limited	0.9564152	EE Limited	0.9010529
00226856-screenshot.png	Microsoft	0.9660679	Microsoft	0.9660679
00226806-screenshot.png	None	0	None	None
00226689-screenshot.png	None	0.7933575	None	None
00226875-screenshot.png	Microsoft	0.9670476	Microsoft	0.9670476
00226786-screenshot.png	PayPal	0.93797255	PayPal	0.93797255
00226668-screenshot.png	Dropbox	0.9817035	Dropbox	0.9817035
00226712-screenshot.png	eBay	0.9676955	eBay	0.9676955
00226700-screenshot.png	Wells Fargo & Company	0.953497	Wells Fargo & Company	0.953497
00227006-screenshot.png	LinkedIn Corporation	0.9257581	LinkedIn Corporation	0.9257581
00226913-screenshot.png	Microsoft	0.9612826	Microsoft	0.9612826
00226997-screenshot.png	None	0.72814393	None	None
00226925-screenshot.png	LinkedIn Corporation	0.92783934	LinkedIn Corporation	0.92783934
00226887-screenshot.png	None	0.6601708	None	None
00227017-screenshot.png	None	0.632614	None	None
00226907-screenshot.png	Microsoft	0.9670476	Microsoft	0.9670476
00226906-screenshot.png	Microsoft	0.9612826	Microsoft	0.9612826
00226880-screenshot.png	Microsoft	0.96605265	Microsoft	0.96605265
00227050-screenshot.png	1&1 Ionos	0.94195294	1&1 Ionos	0.94195294
00226960-screenshot.png	None	0.73098856	None	None
00227011-screenshot.png	Orange	0.92672956	Orange	0.92672956
00226882-screenshot.png	WeTransfer	0.874864	WeTransfer	0.874864
00226989-screenshot.png	Facebook	0.9700023	Facebook	0.9700023
00226904-screenshot.png	Microsoft	0.9660679	Microsoft	0.9660679
00226945-screenshot.png	Spark New Zealand	0.9625994	Spark New Zealand	0.9625994
00226935-screenshot.png	Discover	0.9624407	Discover	0.9624407
00227032-screenshot.png	PayPal	0.9665214	PayPal	0.9665214
00226950-screenshot.png	Facebook	0.9725746	Facebook	0.9725746
00226891-screenshot.png	Dropbox	0.9817035	Dropbox	0.9817035
00226927-screenshot.png	None	0.7453923	None	None
00227023-screenshot.png	None	0	None	None
00227009-screenshot.png	Orange	0.87164974	Orange	0.87164974
00226893-screenshot.png	None	0.83270675	None	None
00227026-screenshot.png	None	0.6969669	None	None
00226946-screenshot.png	Key Bank	0.90566075	Key Bank	0.90566075
00226883-screenshot.png	None	0	None	None
00226918-screenshot.png	None	0.6899835	Adobe	0.8852127
00227077-screenshot.png	Facebook	0.89356035	Facebook	0.89356035
00226984-screenshot.png	None	0	None	None
00226985-screenshot.png	dkb	0.992975	dkb	0.992975
00227054-screenshot.png	None	0	None	None
00227367-screenshot.png	None	0.7412299	None	None
00227385-screenshot.png	None	0.7008705	None	None
00227387-screenshot.png	None	0.6804197	None	None
00227276-screenshot.png	Microsoft	0.9674481	Microsoft	0.9674481
00227282-screenshot.png	None	0	None	None
00227272-screenshot.png	None	0	None	0
00227090-screenshot.png	Facebook	0.9479598	Facebook	0.9479598
00227306-screenshot.png	None	0.70899737	None	None
00227266-screenshot.png	None	0.7407165	None	None
00227402-screenshot.png	Yahoo!	0.93413883	Yahoo!	0.93413883
00227304-screenshot.png	None	0.67001384	None	None
00227341-screenshot.png	None	0.5953478	None	None
00227286-screenshot.png	None	0.8319901	None	None
00227371-screenshot.png	None	0.73797345	None	None
00227362-screenshot.png	None	0.7617103	None	None
00227289-screenshot.png	None	0.68435115	None	None
00227280-screenshot.png	Microsoft	0.93550164	Microsoft	0.93550164
00227364-screenshot.png	None	0.7330754	Instagram	0.93000495
00227355-screenshot.png	Westpac Institutional Banking	0.92183715	Westpac Institutional Banking	0.92183715
00227307-screenshot.png	Facebook	0.96608686	Facebook	0.96608686
00227213-screenshot.png	ING	0.951306	ING	0.951306
00227083-screenshot.png	AT&T	0.9932246	AT&T	0.9714272
00227273-screenshot.png	None	0	None	0
00227499-screenshot.png	None	0	None	None
00227449-screenshot.png	None	0.66460496	None	None
00227500-screenshot.png	PayPal	0.9491197	PayPal	0.9491197
00227502-screenshot.png	Dropbox	0.9817035	Dropbox	0.9817035
00227496-screenshot.png	None	0	Instagram	0.9522992
00227518-screenshot.png	None	0.7820841	None	None
00227419-screenshot.png	DHL Airways	0.92570174	DHL Airways	0.913896
00227556-screenshot.png	None	0	None	None
00227462-screenshot.png	None	0	Instagram	0.9522992
00227409-screenshot.png	Grupo Santander	0.96274424	Grupo Santander	0.96274424
00227505-screenshot.png	None	0.6957873	None	None
00227471-screenshot.png	Lloyds TSB Group	0.8860452	Lloyds TSB Group	0.8860452
00227542-screenshot.png	None	0.6353049	None	None
00227541-screenshot.png	None	0.75874496	None	None
00227527-screenshot.png	PayPal	0.9542929	PayPal	0.9542929
00227474-screenshot.png	Rabobank Nederland	0.92217803	Rabobank Nederland	0.92217803
00227487-screenshot.png	None	0.6800382	None	None
00227550-screenshot.png	None	0.81137156	None	None
00227481-screenshot.png	Luno	0.90894395	Luno	0.90894395
00227451-screenshot.png	HSBC Bank	0.9806142	HSBC Bank	0.9806142
00227557-screenshot.png	Microsoft	0.9532471	Microsoft	0.9532471
00227410-screenshot.png	None	0.67390555	None	None
00227472-screenshot.png	None	0.61993897	DHL Airways	0.94658315
00227465-screenshot.png	HSBC Bank	0.98269016	HSBC Bank	0.98269016
00227429-screenshot.png	None	0.71576035	Microsoft	0.9620074
00227475-screenshot.png	Rabobank Nederland	0.8973596	Rabobank Nederland	0.8973596
00227467-screenshot.png	Credit Agricole S.A	0.9699774	Credit Agricole S.A	0.9699774
00227405-screenshot.png	None	0	None	0
00227548-screenshot.png	Facebook	0.9720671	Facebook	0.9720671
00227543-screenshot.png	None	0	None	None
00227526-screenshot.png	None	0.8130473	None	None
00227424-screenshot.png	bcp	0.9369232	bcp	0.9369232
00227414-screenshot.png	None	0.73320085	None	None
00227432-screenshot.png	None	0.6353166	None	None
00227417-screenshot.png	None	0	None	None
00227492-screenshot.png	None	0.70367825	None	None
00227547-screenshot.png	Facebook	0.9720671	Facebook	0.9720671
00227450-screenshot.png	Facebook	0.9731253	Facebook	0.9731253
00227426-screenshot.png	None	0.5731339	None	None
00227520-screenshot.png	Lloyds TSB Group	0.8860452	Lloyds TSB Group	0.8860452
00227689-screenshot.png	None	0.67207444	None	None
00227648-screenshot.png	PayPal	0.89796984	PayPal	0.89796984
00227611-screenshot.png	None	0.7086153	None	None
00227651-screenshot.png	Facebook	0.97429234	Facebook	0.97429234
00227595-screenshot.png	Instagram	0.92928493	Instagram	0.92928493
00227654-screenshot.png	Facebook	0.91678274	Facebook	0.91678274
00227655-screenshot.png	Three UK	0.9361244	Three UK	0.9361244
00227601-screenshot.png	None	0.790293	None	None
00227586-screenshot.png	Wells Fargo & Company	0.8995639	Wells Fargo & Company	0.8995639
00227684-screenshot.png	Huntington Bank	0.966781	Huntington Bank	0.966781
00227559-screenshot.png	Microsoft	0.9627155	Microsoft	0.9627155
00227741-screenshot.png	Facebook	0.91709244	Facebook	0.91709244
00227647-screenshot.png	PayPal	0.89796984	PayPal	0.89796984
00227564-screenshot.png	Microsoft	0.95289946	Microsoft	0.95289946
00227612-screenshot.png	Microsoft	0.9518081	Microsoft	0.9518081
00227598-screenshot.png	Wells Fargo & Company	0.9348863	Wells Fargo & Company	0.9348863
00227645-screenshot.png	PayPal	0.96207505	PayPal	0.96207505
00227717-screenshot.png	None	0.707665	None	None
00227570-screenshot.png	None	0.6661632	None	None
00227581-screenshot.png	None	0	None	None
00227665-screenshot.png	Spotify	0.9650712	Spotify	0.9650712
00227688-screenshot.png	None	0	None	0
00227629-screenshot.png	None	0.7212515	None	None
00227679-screenshot.png	Microsoft	0.9625683	Microsoft	0.9625683
00227588-screenshot.png	Facebook	0.97541296	Facebook	0.97541296
00227605-screenshot.png	None	0	None	None
00227644-screenshot.png	Microsoft	0.9617272	Microsoft	0.9617272
00227574-screenshot.png	Wells Fargo & Company	0.9348863	Wells Fargo & Company	0.9348863
00227714-screenshot.png	Microsoft	0.9420839	Microsoft	0.9420839
00227740-screenshot.png	None	0.7280785	None	None
00227646-screenshot.png	PayPal	0.89796984	PayPal	0.89796984
00227591-screenshot.png	Wells Fargo & Company	0.8995639	Wells Fargo & Company	0.8995639
00227571-screenshot.png	Wells Fargo & Company	0.9348863	Wells Fargo & Company	0.9348863
00227725-screenshot.png	None	0.7002505	None	None
00227656-screenshot.png	None	0	None	None
00227763-screenshot.png	Sparkasse Bank	0.9627165	Sparkasse Bank	0.9627165
00227893-screenshot.png	HSBC Bank	0.9786846	HSBC Bank	0.9786846
00227747-screenshot.png	None	0	None	0
00227761-screenshot.png	None	0	None	None
00227802-screenshot.png	None	0	None	None
00227872-screenshot.png	BT Group plc	0.9492889	BT Group plc	0.9492889
00227908-screenshot.png	None	0.71271586	None	None
00227805-screenshot.png	None	0	None	None
00227856-screenshot.png	Wells Fargo & Company	0.8995639	Wells Fargo & Company	0.8995639
00227755-screenshot.png	BT Group plc	0.9561883	BT Group plc	0.9561883
00227766-screenshot.png	None	0.6760514	None	None
00227842-screenshot.png	None	0.6114948	None	None
00227751-screenshot.png	None	0.6285496	None	None
00227878-screenshot.png	None	0.6499217	None	None
00227898-screenshot.png	None	0	AT&T	0.94820076
